Artikelnummer,FAQ
DAC-Q56DD-2Q56-SFF-200G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-SFF-200G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-CMIS-200G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-CMIS-200G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-CMIS-200G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-CMIS-200G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-CMIS-200G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-CMIS-200G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-CMIS-200G-4M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-CMIS-200G-4M?||Das Kabel hat eine feste Länge von 4 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-2Q56-CMIS-200G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-2Q56-CMIS-200G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-Q56DD-8xSFP56-2.5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-Q56DD-8xSFP56-2.5M?||Das Kabel hat eine feste Länge von 2.5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AOC-Q56DD-400G-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-400G-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q56DD-400G-15M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-400G-15M?||Das Kabel hat eine feste Länge von 15 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q56DD-400G-30M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-400G-30M?||Das Kabel hat eine feste Länge von 30 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-400G-Q56DD-200G-2Q56-3M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-400G-Q56DD-200G-2Q56-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-400G-Q56DD-200G-2Q56-5M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-400G-Q56DD-200G-2Q56-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-400G-Q56DD-200G-2Q56-10M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-400G-Q56DD-200G-2Q56-10M?||Das Kabel hat eine feste Länge von 10 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-400G-Q56DD-200G-2Q56-30M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-400G-Q56DD-200G-2Q56-30M?||Das Kabel hat eine feste Länge von 30 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q56DD-4Q28-100G-3M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-4Q28-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q56DD-4Q28-100G-7M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-4Q28-100G-7M?||Das Kabel hat eine feste Länge von 7 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q56DD-4Q28-100G-15M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-4Q28-100G-15M?||Das Kabel hat eine feste Länge von 15 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AOC-Q56DD-4Q28-100G-30M,"Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AOC-Q56DD-4Q28-100G-30M?||Das Kabel hat eine feste Länge von 30 m.##Benötigt das Kabel ein Netzteil?||Nein. Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt."
AEC-Q56DD-400G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AEC-Q56DD-400G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AEC-Q56DD-400G-5M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AEC-Q56DD-400G-5M?||Das Kabel hat eine feste Länge von 5 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AEC-Q56DD-4Q28-100G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AEC-Q56DD-4Q28-100G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G-4M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G-4M?||Das Kabel hat eine feste Länge von 4 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G2x400G-Q112-1M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G2x400G-Q112-1M?||Das Kabel hat eine feste Länge von 1 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G2x400G-Q112-2M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G2x400G-Q112-2M?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G2x400G-Q112-3M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G2x400G-Q112-3M?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
DAC-O112-800G2x400G-Q112-4M,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das DAC-O112-800G2x400G-Q112-4M?||Das Kabel hat eine feste Länge von 4 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AEC-O112-800G-2M*,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AEC-O112-800G-2M*?||Das Kabel hat eine feste Länge von 2 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AEC-O112-800G-3M*,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AEC-O112-800G-3M*?||Das Kabel hat eine feste Länge von 3 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
AEC-O112-800G-4M*,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Wie lang ist das AEC-O112-800G-4M*?||Das Kabel hat eine feste Länge von 4 m.##Benötigt das Kabel eine eigene Stromversorgung?||Nein. Als passives Direct-Attach-Kupferkabel kommt es ohne aktive Elektronik aus.
QSFP-40G-ESR4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der QSFP-40G-ESR4?||Er überbrückt Strecken von bis zu 400 m.##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP+-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
QSFP-40G-LM4,Ist dies ein originales Dell-Produkt?||Ja. Es handelt sich um Dell-Original-Neuware – versiegelt geliefert und für Dell-PowerSwitch-Plattformen unter SmartFabric OS10 freigegeben.##Welche Reichweite erreicht der QSFP-40G-LM4?||Er überbrückt Strecken von bis zu 150 m (MMF) / 1 km (SMF).##In welchen Systemen lässt sich das Modul einsetzen?||In Dell-PowerSwitch-Systemen mit QSFP+-Steckplätzen; maßgeblich ist die Dell-Kompatibilitätsmatrix.
