Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-Uplink-SFP28-0.15M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Länge,"0,3 m",7,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Kabeltyp,Passives Twinax-Kupferkabel (DAC),9,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-Uplink-SFP28-0.3M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Länge,3 m,7,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-Uplink-SFP28-3M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Formfaktor,SFP28,1,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Geschwindigkeit,25 Gbit/s,2,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Transceiver Typ,fest konfektioniert (im Kabel enthalten),3,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Anschlusstyp,SFP28 auf SFP28,6,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Länge,30 m,7,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Kabeltyp,Aktives optisches Kabel (AOC),9,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Top-of-Rack-/Row-Verkabelung),11,Wertliste,Attribut
UACC-Uplink-SFP28-30M,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
