Artikelnummer,FAQ
XFP-10GZR-OC192LR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das Modul?||Bis zu 80 Kilometer über Singlemode-Faser bei 1550 nm.##Welche Datenraten unterstützt das Modul?||Als Multirate-XFP arbeitet es im 10-Gigabit-Ethernet-LAN- und -WAN-Modus sowie als OC-192/STM-64 LR-2."
XFP10GZR192LR-RGD,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür ist die RGD-Variante gedacht?||Für den Industrie-Temperaturbereich von -40 bis 85 °C in rauen Umgebungen.##Wie weit reicht das Modul?||Bis zu 80 Kilometer über Singlemode-Faser bei 1550 nm."
X2-10GB-LR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Welche Faser wird benötigt?||Standard-Singlemode-Faser (SMF, G.652) mit Dual-SC-Anschluss, für Reichweiten bis 10 km. Patchkabel mit PC- oder UPC-Steckern; APC wird nicht unterstützt.##Welche Wellenlänge nutzt das X2-10GB-LR?||1310 nm nach IEEE 802.3ae 10GBASE-LR, mit einem Sende-Wellenlängenbereich von 1260 bis 1355 nm."
X2-10GB-CX4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Welches Kabel wird benötigt?||Ein CX4-Kupferkabel mit InfiniBand-4x-Stecker. Cisco führt passende Längen von 1 m bis 15 m als Zubehör (z. B. CAB-INF-28G-1 bis CAB-INF-26G-15).##Wie weit reicht das X2-10GB-CX4?||Bis 15 m über CX4-Kupferkabel nach IEEE 802.3ak. Für längere Strecken sind optische X2-Module wie -SR oder -LR erforderlich."
X2-10GB-SR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Wie weit reicht das X2-10GB-SR?||Über OM3 bis 300 m und über OM4 bis 400 m; auf älterer FDDI-Grade-MMF nur 26 m und über OM1/OM2 entsprechend 33 m bzw. 82 m.##Welche Faser und welcher Stecker werden benötigt?||Multimode-Faser mit Dual-SC-Anschluss bei 850 nm. Patchkabel mit PC- oder UPC-Steckern; APC wird nicht unterstützt."
X2-10GB-LRM,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Brauche ich ein Mode-Conditioning-Patchkabel?||Auf FDDI-Grade-, OM1- und OM2-Multimode-Faser ja, damit die Spezifikation eingehalten wird. Auf OM3-Faser ist kein Mode-Conditioning-Patchkabel nötig.##Welche Reichweiten erreicht das X2-10GB-LRM?||Bis 220 m auf Multimode-Faser und bis 300 m auf Standard-Singlemode-Faser (G.652) bei 1310 nm."
X2-10GB-LX4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Wie überträgt LX4 10 Gigabit über Multimode-Faser?||Per WWDM: vier Wellenlängen-Lanes um 1310 nm werden über eine Faser gemultiplext, sodass bis 300 m auf FDDI-Grade-MMF erreicht werden.##Ist ein Mode-Conditioning-Patchkabel erforderlich?||Ja. Die Senderausgabe muss über ein Mode-Conditioning-Patchkabel eingekoppelt werden, damit die Spezifikation auf Multimode-Faser eingehalten wird."
X2-10GB-ER,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Brauche ich einen Abschwächer?||Für Strecken unter 20 km ja: ein 5-dB-Festabschwächer bei 1550 nm verhindert eine Überlastung des Empfängers. Für längere Strecken ist keiner nötig.##Wie weit reicht das X2-10GB-ER?||Bis 40 km über Standard-Singlemode-Faser (G.652) bei 1550 nm. Strecken über 30 km gelten laut Cisco als Engineered Links."
X2-10GB-ZR,"Ist dies ein originales Cisco-Modul?||Ja. Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung.##Entspricht das X2-10GB-ZR einem IEEE-Standard?||Nein. Die ZR-Schnittstelle ist nicht Teil des 10-Gigabit-Ethernet-Standards, sondern nach Cisco-eigener Optikspezifikation für bis zu 80 km gebaut.##Ist bei kurzen Strecken etwas zu beachten?||Ja. Bei kürzeren Singlemode-Strecken muss ein Inline-Abschwächer eingesetzt werden, um eine Überlastung und Beschädigung des Empfängers zu vermeiden."
X2-10GB-T,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt und mit Cisco Quality-ID zur Echtheitserkennung durch den Host.##Welche Verkabelung wird benötigt?||CAT6A- oder CAT7-Kupferkabel mit RJ-45-Stecker für Strecken bis 100 m nach IEEE 802.3an 10GBASE-T.##Wie weit reicht das X2-10GB-T?||Bis 100 m über CAT6A- oder CAT7-Kupfer. Für größere Distanzen sind optische X2-Module wie -SR, -LR oder -ER erforderlich."
OSFP-800G-VR8,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Breakout-Optionen bietet das Modul?||Es lässt sich per Breakout in 2×400GBASE-VR4, 4×200GBASE-VR2 oder 8×100GBASE-VR1 aufteilen.##Wie weit reicht das Modul?||Bis zu 30 Meter über OM3 und 50 Meter über OM4/OM5-Multimode-Faser bei 850 nm."
OSFP-800G-VR8P,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Worin unterscheidet sich die -VR8P-Variante?||Sie nutzt einen einzelnen MPO-16-APC-Anschluss statt der zwei MPO-12-APC-Anschlüsse der OSFP-800G-VR8.##Wie weit reicht das Modul?||Bis zu 30 Meter über OM3 und 50 Meter über OM4/OM5-Multimode-Faser bei 850 nm."
OSFP-800G-DR8,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Breakout-Optionen bietet das Modul?||Es lässt sich per Breakout in 2×400GBASE-DR4, 4×200GBASE-DR2 oder 8×100GBASE-DR1 aufteilen.##Wie weit reicht das Modul?||Bis zu 500 Meter über parallele Singlemode-Faser (G.652) bei 1310 nm."
OSFP-800G-DR8P,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Worin unterscheidet sich die -DR8P-Variante?||Sie nutzt einen einzelnen MPO-16-APC-Anschluss statt der zwei MPO-12-APC-Anschlüsse der OSFP-800G-DR8.##Wie weit reicht das Modul?||Bis zu 500 Meter über parallele Singlemode-Faser (G.652) bei 1310 nm."
OSFP-2X400G-FR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Unterstützt das OSFP-2X400G-FR4 800GE?||Ja. Es transportiert zwei 400GBASE-FR4-Strecken bzw. 800GE über die duale Duplex-Faserstrecke.##Wie weit reicht das Modul?||Bis zu 2 Kilometer über Singlemode-Faser (G.652) mit Duplex-LC-UPC-Anschlüssen."
QSFP-2Q200-CU3M,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Was verbindet das QSFP-2Q200-CU3M?||Einen 400G-QSFP-DD-Port mit zwei 200GE-QSFP56-Ports als 2× 200GBASE-CR4-Breakout.##Ist das Kabel aktiv oder passiv?||Es ist ein passives Kupferkabel ohne eigene Stromversorgung; jedes Ende benötigt rund 1,5 Watt, die FEC läuft auf der Host-Plattform."
QSFP-200G-SR4-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Welche Breakout-Optionen bietet das QSFP-200G-SR4-S?||Es lässt sich als 2×100GBASE-SR2 oder 4×50GBASE-SR betreiben.##Wie weit reicht das Modul?||Bis zu 100 Meter über OM4/OM5 und 70 Meter über OM3 bei 850 nm."
QSFP-200G-SL4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Worin unterscheidet sich das QSFP-200G-SL4 vom -SR4-S?||Es ist die Short-Link-Variante für kürzere Strecken bis 30 m (OM4) statt 100 m und entsprechend kostenoptimiert; Breakout erfolgt zu 2×100GBASE-SL2 oder 4×50GBASE-SL.##Wie weit reicht das Modul?||Bis zu 30 Meter über OM4/OM5 und 20 Meter über OM3 bei 850 nm."
QSFP-200G-FR4-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und fünf Jahren Cisco-Standardgarantie.##Wie weit reicht das QSFP-200G-FR4-S?||Bis zu 2 Kilometer über Singlemode-Faser (G.652) mit Duplex-LC-Anschluss.##Wie werden die vier Wellenlängen verarbeitet?||Multiplexing und Demultiplexing der vier CWDM-Wellenlängen erfolgen vollständig innerhalb des Moduls."
SFP-GPON-B,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Auf welchen Cisco-Geräten läuft das SFP-GPON-B?||Auf den Cisco ME 4600 Series OLT-Geräten (z. B. ME4600-AMX-16GPON).##Worin liegt der Unterschied zwischen Klasse B+ und C+?||Klasse C+ bietet höhere Sendeleistung und bessere Empfindlichkeit und damit ein größeres ODN-Verlustbudget (bis 32 dB statt 28 dB) für höhere Splitverhältnisse oder größere Reichweiten."
SFP-GPON-B-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür ist die -I-Variante gedacht?||Für den Industrie-Temperaturbereich von -40 bis 85 °C in rauen Umgebungen.##Auf welchen Cisco-Geräten läuft das SFP-GPON-B-I?||Auf den Cisco ME 4600 Series OLT-Geräten (z. B. ME4600-AMX-16GPON)."
SFP-GPON-C,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Welchen Vorteil bietet die Klasse C+?||Höhere Sendeleistung (3–7 dBm) und bessere Empfindlichkeit (-31 dBm) ergeben ein ODN-Budget bis 32 dB — für höhere Splitverhältnisse oder größere Reichweiten als Klasse B+.##Auf welchen Cisco-Geräten läuft das SFP-GPON-C?||Auf den Cisco ME 4600 Series OLT-Geräten (z. B. ME4600-AMX-16GPON)."
SFP-GPON-C-I,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wofür ist die -I-Variante gedacht?||Für den Industrie-Temperaturbereich von -40 bis 85 °C in rauen Umgebungen, bei vollem C+-Verlustbudget bis 32 dB.##Auf welchen Cisco-Geräten läuft das SFP-GPON-C-I?||Auf den Cisco ME 4600 Series OLT-Geräten (z. B. ME4600-AMX-16GPON)."
CFP-40G-SR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Wie weit reicht das CFP-40G-SR4?||Bis zu 100 Meter über OM3 und 150 Meter über OM4 (30 Meter über OM2) bei 850 nm.##Welche Standards unterstützt das Modul?||Ausschließlich den IEEE-Standard 40GBASE-SR4 über Multimode-Faser."
CFP-40G-LR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Welche Datenraten unterstützt das CFP-40G-LR4?||Es ist multiratenfähig und unterstützt 40GBASE-LR4 sowie OTU3 C4S1-2D1.##Wie weit reicht das Modul?||Bis zu 10 Kilometer über Singlemode-Faser (G.652) mit Duplex-SC-Anschluss."
CFP-40G-FR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Wie überträgt das CFP-40G-FR die 40 Gigabit?||Als einzelne serielle optische Lane bei 1550 nm — nicht über vier parallele Lanes.##Welche Datenraten unterstützt das Modul?||Es ist multiratenfähig und unterstützt 40GBASE-FR sowie OTU3 VSR2000-3R2."
CFP-100G-LR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Wie weit reicht das CFP-100G-LR4?||Bis zu 10 Kilometer über Singlemode-Faser (G.652) mit Duplex-SC-Anschluss.##Wie werden die vier Wellenlängen verarbeitet?||Multiplexing und Demultiplexing der vier LAN-WDM-Wellenlängen erfolgen vollständig im Modul."
CFP-100G-SR10,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Kann das CFP-100G-SR10 auch als 10×10G genutzt werden?||Ja. Mit Ribbon-zu-Duplex-Breakout-Kabeln lässt es sich im 10×-10-Gigabit-Ethernet-Modus zu zehn 10GBASE-SR-Schnittstellen betreiben.##Unterstützt das Modul Digital Optical Monitoring?||Nein. Laut Datenblatt ist für das CFP-100G-SR10 keine DOM-Funktion vorgesehen."
CFP-100G-ER4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Wie weit reicht das CFP-100G-ER4?||Bis zu 40 Kilometer über Singlemode-Faser (G.652); Strecken über 30 km gelten als Engineered Links.##Wie werden die vier Wellenlängen verarbeitet?||Multiplexing und Demultiplexing der vier LAN-WDM-Wellenlängen erfolgen vollständig im Modul."
QSFP-400G-DR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (5 Jahre).##Welche Breakout-Optionen bietet das QSFP-400G-DR4?||Es lässt sich als zwei 200G-DR2- oder vier 100G-DR1-Verbindungen aufteilen, jeweils bis 500 Meter.##Wie weit reicht das Modul?||Bis zu 500 Meter über parallele Singlemode-Faser (G.652) mit MPO-12-Anschluss."
QSFP-400G-VR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (5 Jahre).##Wie weit reicht das QSFP-400G-VR4?||Bis zu 50 Meter über laseroptimierte Multimode-Faser (OM3, OM4 oder OM5) bei 850 nm.##Welche Breakout-Optionen bietet das Modul?||Es lässt sich als zwei 200G-VR2- oder vier 100G-VR1-Verbindungen aufteilen."
QSFP-400G-FR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (5 Jahre).##Wie weit reicht das QSFP-400G-FR4?||Bis zu 2 Kilometer über Duplex-Singlemode-Faser (G.652) mit LC-Anschluss.##Warum nur ein Faserpaar statt paralleler Optik?||Vier 100G-Wellenlängen werden per WDM auf ein Duplex-Faserpaar gemultiplext — das senkt die Fasermenge und vereinfacht die Migration von vorhandener Duplex-Infrastruktur."
CXP-100G-SR10,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Kann das CXP-100G-SR10 auch als 10×10G genutzt werden?||Ja. Jede Lane erfüllt 10GBASE-SR; mit Ribbon-zu-Duplex-Breakout-Kabeln lässt es sich zu zehn 10GBASE-SR-Schnittstellen betreiben, zudem für 40GBASE-SR4-Breakout.##Wie weit reicht das Modul?||Bis zu 100 Meter über OM3 und 150 Meter über OM4 bei 850 nm."
CXP-100G-SR12,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Worin unterscheidet sich das CXP-100G-SR12 vom CXP-100G-SR10?||Beide übertragen 100GBASE-SR10 über zwölf Lanes; das SR12 kann alle zwölf optischen Lanes für bis zu 120 Gb/s nutzen und unterstützt 40GBASE-SR4-Breakout.##Wie weit reicht das Modul?||Bis zu 100 Meter über OM3 und 150 Meter über OM4 bei 850 nm."
QDD-400G-ZR-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Wie weit reicht das QDD-400G-ZR-S?||Bis zu 120 Kilometer in Punkt-zu-Punkt-Topologie mit Mux/Demux und optischem Verstärker, gemäß OIF-400ZR-Standard.##Welche Host-Schnittstellen unterstützt das Modul?||Wahlweise eine 400GE-Schnittstelle oder vier 100GE-Schnittstellen (4×100GE) zur Host-Karte."
QDD-400G-ZRP-S,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie.##Worin unterscheidet sich das ZR+ vom 400ZR?||OpenZR+ ergänzt das 400ZR-Hostinterface um oFEC, multiratenfähige Ethernet-Clients (100–400G) und flexible Modulation (QPSK/8-QAM/16-QAM) und erreicht so Distanzen weit über 120 Kilometer.##Welche Datenraten unterstützt das QDD-400G-ZRP-S?||Multiraten 100, 200, 300 oder 400 Gbit/s je Wellenlänge, je nach gewählter Modulation."
QDD-8X100G-FR,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (5 Jahre).##Welche Breakout-Optionen bietet das QDD-8X100G-FR?||Es lässt sich als acht 100G-Verbindungen zu QSFP28 100G-DR (bis 500 m), 100G-FR (bis 2 km) und 100G-LR (bis 2 km) oder als zwei unabhängige 400GBASE-DR4-Transceiver nutzen.##Welcher Steckertyp wird benötigt?||Das QDD-8X100G-FR erfordert Patchkabel mit Angled-Physical-Contact-MPO-Steckern (APC)."
QDD-2X400G-FR4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (5 Jahre).##Wie überträgt das QDD-2X400G-FR4 die 800 Gigabit?||Als zwei unabhängige 400GBASE-FR4-Kanäle; jeder Kanal multiplext vier CWDM-Wellenlängen auf ein Duplex-Singlemode-Faserpaar.##Wie weit reicht das Modul?||Bis zu 2 Kilometer über Duplex-Singlemode-Faser (G.652) mit LC-Anschlüssen."
DWDM-XFP-C,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (1 Jahr).##Auf wie viele Wellenlängen lässt sich das DWDM-XFP-C abstimmen?||Auf 80 Kanäle des ITU-50-GHz-Rasters im C-Band, von 1530,33 nm bis 1561,83 nm.##Welche Datenraten unterstützt das Modul?||10-Gigabit-Raten von 9,9 bis 11,1 Gbit/s — 10GbE LAN und WAN sowie OTU2/OTU2e."
CFP2-100G-ER4,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (90 Tage).##Wie weit reicht das CFP2-100G-ER4?||Bis zu 40 Kilometer über Singlemode-Faser (G.652); Strecken über 30 km gelten als Engineered Links.##Wie werden die vier Wellenlängen verarbeitet?||Multiplexing und Demultiplexing der vier LAN-WDM-Wellenlängen erfolgen vollständig im Modul."
DP01QSDD-ZF1,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung.##Wie weit reicht das DP01QSDD-ZF1?||Bis zu 80 Kilometer über Singlemode-Faser; mit externer Verstärkung sind größere Distanzen möglich, solange die Dispersionstoleranz von ±2400 ps/nm nicht überschritten wird.##Welche Modulation nutzt das Modul?||Den Line-Mode 100G-100ZR-OFEC-QPSK (QPSK mit oFEC) bei rund 30 Gbaud auf einer festen C-Band-Frequenz von 193,7 THz."
DP04QSDD-HE0,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung.##Wozu dient die hohe Sendeleistung von +1 dBm?||Sie macht das Modul mit nahezu jeder Add/Drop-Struktur bestehender WDM-Systeme kompatibel und verlängert über Dark Fiber die erreichbare Distanz gegenüber Standard-OIF-Optik (max. −10 dBm).##Welche Datenraten unterstützt das DP04QSDD-HE0?||Multiraten 100, 200, 300 oder 400 Gbit/s je Wellenlänge über QPSK, 8-QAM oder 16-QAM."
DP04CFP2-D15,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung.##Was unterscheidet das DP04CFP2-D15 von anderen kohärenten CFP2-Modulen?||Es überträgt Sende- und Empfangssignal bidirektional über eine einzelne Faser (Dual-Laser-Ansatz) und spart so gegenüber Faserpaar-Lösungen Faserressourcen.##Welche Datenraten unterstützt das Modul?||100 Gbit/s und 200 Gbit/s mit QPSK sowie 400 Gbit/s mit 16-QAM, jeweils mit oFEC."
DWDM-SFP-6141,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (1 Jahr).##Welche Wellenlänge nutzt das DWDM-SFP-6141?||Eine feste Wellenlänge von 1561,42 nm — ITU-Kanal 20 im 100-GHz-DWDM-Raster.##Welche Protokolle unterstützt das Modul?||Gigabit Ethernet (1000BASE-DWDM) sowie Fibre Channel mit 1 und 2 Gbit/s, bei einem optischen Streckenbudget von 28 dB."
SFP-10G-OLT20-X,"Ist dies ein originales Cisco-Modul?||Ja. Es handelt sich um Original Cisco-Neuware aus dem autorisierten Distributionskanal — versiegelt, mit Cisco Quality-ID zur Echtheitserkennung und Cisco-Standardgarantie (3 Jahre).##Welches Splitverhältnis und welche Reichweite bietet das SFP-10G-OLT20-X?||Ein maximales Splitverhältnis von 1:128 und bis zu 20 Kilometer über Einzelfaser-Singlemode (G.652).##Was leistet das Modul innerhalb der Cisco Routed PON Solution?||Es vereint OLT-MAC und optischen Transceiver in einem SFP+ und ersetzt dedizierte OLT-Chassis durch SFP+-Ports der Cisco NCS 540/5500/5700."
CFP2-WDM-D-1HL,"Warum ist das CFP2-WDM-D-1HL nur auf 100G lizenziert?||Die Hardware ist 200G-fähig; die Endung 1HL begrenzt den Betrieb ab Werk auf 100 Gbit/s und erlaubt eine spätere Freischaltung.##Hat es ein abstimmbares optisches Filter?||Nein, es ist die Non-TOF-Ausführung; die C-Band-Durchstimmung bleibt davon unberührt.##Ist das Modul ein Cisco-Original?||Ja — versiegelte Cisco-Neuware aus dem autorisierten Distributionskanal, prüfbar über die Cisco Quality-ID."
CFP2-WDM-D-SK,"Ist das CFP2-WDM-D-SK in der Rate begrenzt?||Nein — es stellt die volle Leistung bereit: 100G über DP-QPSK und 200G über DP-16QAM, ohne 100G-Lizenzdeckel.##Wofür steht die Endung SK?||Für die als eigenständige Ersatzeinheit (Spare) gelieferte Non-TOF-Ausführung.##Erhalte ich Original-Neuware?||Ja — fabrikneu versiegelt aus dem autorisierten Cisco-Kanal, erkennbar an der Cisco Quality-ID."
CFP2-WDM-DET-1HL,"Was unterscheidet die DET-Reihe von der D-Reihe?||DET-Module enthalten ein abstimmbares optisches Filter (TOF), die D-Module sind Non-TOF.##Auf welche Datenrate ist das DET-1HL lizenziert?||Ab Werk auf 100 Gbit/s (Endung 1HL); die Hardware selbst ist 200G-fähig.##Handelt es sich um ein Original?||Ja — versiegelte Cisco-Neuware mit Cisco Quality-ID aus dem autorisierten Kanal."
CFP2-WDM-DET-SK,"Bietet das DET-SK die volle Rate?||Ja — 100G über DP-QPSK und 200G über DP-16QAM, ohne Lizenzbegrenzung, plus integriertes TOF.##Wozu dient das TOF?||Das abstimmbare optische Filter übernimmt die DWDM-Kanalselektion direkt im Modul.##Ist dies fabrikneue Cisco-Ware?||Ja — versiegelt, aus dem autorisierten Kanal, mit Cisco Quality-ID."
CFP2-WDM-DETS-1HL,"Wofür steht das S in DETS?||Für die 100G-Staircase-FEC (SC-FEC), die das DETS zusätzlich zum abstimmbaren Filter (TOF) mitbringt.##Welchen Nutzen hat die SC-FEC?||Sie verbessert die Fehlerkorrektur und vergrößert dadurch die erreichbare kohärente DWDM-Reichweite.##Ist das Modul ab Werk auf 200G freigeschaltet?||Nein — per Endung 1HL ist es auf 100G lizenziert; die Hardware ist 200G-fähig."
